gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
TEDDM1	349818	783	5	102978	30186	0	0	0	0	50	1	3710664	1	1
TEF	1407073	187	64	123822	37368	0	0	0	0	50	3	2881170	1	1
TEK	116738	387	-28	442854	118152	0	0	0	0	50	1	3324348	1	1
TEKT1	1077116	438	14	164592	43902	0	0	0	0	50	0	2563434	1	1
TEKT2	853740	282	27	167562	48060	0	0	0	0	50	1	3584034	1	1
TEKT3	266888	359	-53	190620	52542	0	0	0	0	50	3	2853198	1	1
TEKT4	167705	749	-6	166914	48870	0	0	0	0	50	2	2942082	1	1
TEKT5	235538	242	-1	188946	51786	0	0	0	0	50	1	3192426	1	1
TELO2	1254229	256	34	316170	104058	0	0	0	0	50	3	2802492	1	1
TEP1	415850	401	-7	1004994	307206	0	0	0	0	47	1	2970810	1	1
TEPP	856192	158	9	116694	33480	0	0	0	0	50	1	2929716	1	1
TERF1	155308	637	20	177120	42876	0	0	0	0	50	3	3094686	1	1
TERF2	1197858	125	33	194454	54864	0	0	0	0	50	0	3476682	1	1
TERF2IP	449343	354	18	151146	44550	0	0	0	0	50	2	3235518	1	1
TES	445405	363	-9	169344	39636	0	0	0	0	50	3	3118608	1	1
TESC	208178	290	16	87372	21654	0	0	0	0	50	0	2408184	1	1
TESK1	1202125	248	37	230310	80244	0	0	0	0	33	1	2142504	1	1
TESK2	902221	176	27	219726	64746	0	0	0	0	50	1	3526740	1	1
TET2	188424	632	24	782190	211518	0	0	0	0	45	0	2686500	1	1
TET3	1029946	250	44	616950	195480	0	0	0	0	20	0	1420146	1	1
TEX10	246976	476	12	362124	100872	0	0	0	0	50	2	2817612	1	1
TEX101	357202	182	-39	102978	30510	0	0	0	0	50	1	3352860	1	1
TEX11	615286	NaN	4	391608	91476	0	0	0	0	50	2	3702672	1	1
TEX12	389593	362	2	50328	12528	0	0	0	0	50	0	2710260	1	1
TEX13A	9759	NaN	2	153738	47142	0	0	0	0	50	0	2876850	1	1
TEX13B	184382	NaN	40	118314	35100	0	0	0	0	50	0	2926368	1	1
TEX14	735964	268	13	590652	155034	0	0	0	0	50	3	4660200	1	1
TEX15	352456	346	11	1082376	275508	0	0	0	0	33	0	2139696	1	1
TEX19	2598845	179	36	63072	17118	0	0	0	0	50	1	3100518	1	1
TEX2	1372704	292	15	435240	123498	0	0	0	0	50	3	3699000	1	1
TEX261	380551	561	27	77166	21816	0	0	0	0	50	4	3536298	1	1
TEX264	759916	456	37	118152	37044	0	0	0	0	50	0	2914596	1	1
TEX28	NaN	NaN	NaN	157140	45522	0	0	0	0	50	6	6059178	1	1
TEX9	208204	604	13	161568	37044	0	0	0	0	50	0	2893050	1	1
TF	489558	523	26	277668	72414	0	0	0	0	50	3	2871666	1	1
TFAM	152882	326	-7	99468	24462	0	0	0	0	50	2	3551526	1	1
TFAP2A	199695	375	6	175554	51570	0	0	0	0	50	0	2700000	1	1
TFAP2B	17044	1081	-14	174690	53244	0	0	0	0	50	2	4138614	1	1
TFAP2D	17771	1090	-15	173448	51246	0	0	0	0	50	2	3657852	1	1
TFAP2E	1049488	388	34	162702	56484	0	0	0	0	50	0	2151144	1	1
TFAP4	944378	161	33	130680	37962	0	0	0	0	50	1	3191832	1	1
TFB1M	116637	428	26	135270	37584	0	0	0	0	50	2	3182598	1	1
TFB2M	389456	409	4	155466	42012	0	0	0	0	50	0	3133566	1	1
TFCP2L1	240173	568	9	192024	50652	0	0	0	0	50	1	3401136	1	1
TFDP1	729832	370	53	163350	43524	0	0	0	0	50	3	3009150	1	1
TFDP2	488711	410	27	191592	51084	0	0	0	0	50	2	3423384	1	1
TFDP3	76255	NaN	28	154764	42876	0	0	0	0	50	2	4153680	1	1
TFE3	834140	NaN	41	215298	70470	0	0	0	0	50	0	3293568	1	1
TFEC	236823	538	-14	137322	36342	0	0	0	0	50	1	2760912	1	1
TFF1	313101	464	90	33750	9180	0	0	0	0	50	1	2583576	1	1
TFF2	313101	464	90	51840	13284	0	0	0	0	50	1	2583576	1	1
TFF3	313101	464	90	36936	10530	0	0	0	0	50	1	2583576	1	1
TFG	345618	509	16	155952	43470	0	0	0	0	50	2	3852576	1	1
TFIP11	162673	501	-30	332100	83592	0	0	1	0	50	4	3519126	1	1
TFPI	50680	404	-4	141318	32832	0	0	0	0	50	0	2811240	1	1
TFPI2	228127	480	-12	93528	24084	0	0	1	0	45	2	2491020	1	1
TFPT	735613	439	-53	96228	31104	0	0	0	0	50	5	4458888	1	1
TFR2	1884430	247	60	306612	94500	0	0	0	0	50	2	3485430	1	1
TFRC	959125	170	52	300996	80514	0	0	0	0	50	2	3178440	1	1
TG	237421	677	9	1073952	302724	0	0	0	0	50	0	3430944	1	1
TGDS	149137	803	14	143370	34344	0	0	0	0	50	0	2643246	1	1
TGFA	715918	463	13	63612	17874	0	0	0	0	50	1	2936898	1	1
TGFB1	1193025	249	33	148500	45414	0	0	0	0	50	5	2504952	1	1
TGFB1I1	839076	558	11	179064	53244	0	0	0	0	50	3	3426948	1	1
TGFB2	75157	386	-18	173826	46008	0	0	0	0	50	1	2817558	1	1
TGFB3	226588	582	34	160326	44280	0	0	0	0	50	0	3027942	1	1
TGFBR1	201435	211	30	196398	54054	0	0	0	0	50	1	3005964	1	1
TGFBR3	284037	252	1	331182	92610	0	0	0	0	50	1	3374244	1	1
TGFBRAP1	191525	381	4	330804	95256	0	0	0	0	50	0	2998674	1	1
TGIF1	444864	153	17	156978	52326	0	0	0	0	2	0	87372	1	1
TGIF2	1019481	176	62	87750	29214	0	0	0	0	50	0	2781756	1	1
TGIF2LX	8315	NaN	-35	92178	26406	0	0	0	0	50	2	3657420	1	1
TGIF2LY	0	0	0	71172	19872	0	0	0	0	50	0	3211704	1	1
TGM1	915114	220	38	313524	93096	0	0	0	0	50	1	3197178	1	1
TGM2	565545	141	41	271782	75546	0	0	0	0	50	1	2705292	1	1
TGM3	555761	399	27	270594	74790	0	0	0	0	50	3	3341250	1	1
TGM4	466410	380	31	270108	71550	0	0	0	0	50	1	2833380	1	1
TGM5	825765	415	44	282636	75870	0	0	0	0	50	2	3765906	1	1
TGM6	611435	477	30	273132	78570	0	0	0	0	47	3	3534732	1	1
TGM7	825765	415	44	275832	77814	0	0	0	0	50	2	3765906	1	1
TGOLN2	975949	211	18	166158	48654	0	0	0	0	50	0	2618298	1	1
TGS1	324398	409	17	340416	82404	0	0	0	0	50	2	3536838	1	1
TH1L	1009250	152	30	233172	63450	0	0	0	0	50	0	3115800	1	1
THAP10	250598	339	10	96768	29916	0	0	0	0	50	0	3001266	1	1
THAP11	1039476	143	49	116262	36828	0	0	0	0	50	1	3071466	1	1
THAP2	259684	393	-11	89370	23220	0	0	0	0	50	0	3063852	1	1
THAP3	628180	259	38	70524	18252	0	0	0	0	50	2	3419712	1	1
THAP4	1213423	426	21	219888	65556	0	0	0	0	50	1	3004236	1	1
THAP5	171249	838	6	154224	39852	0	0	0	0	50	1	2799630	1	1
THAP6	461415	491	19	89424	21546	0	0	0	0	50	3	3101652	1	1
THAP7	577297	192	58	115830	37098	0	0	0	0	50	1	3186108	1	1
THAP8	980636	320	19	100440	35154	0	0	0	0	50	0	2814750	1	1
THAP9	778608	268	42	349326	92610	0	0	0	0	50	1	3465234	1	1
THBD	199022	554	-50	212112	67824	0	0	0	0	50	1	3123090	1	1
THBS1	467443	433	-5	463212	119502	0	0	0	0	39	1	2492964	1	1
THBS2	172423	720	-32	463698	119988	0	0	0	0	50	0	3771144	1	1
THBS3	1801444	194	32	376704	102978	0	0	0	0	50	1	3024000	1	1
THBS4	354204	746	36	379944	101196	0	0	0	0	50	0	2793798	1	1
THEG	901402	578	-17	147366	42174	0	0	0	0	50	2	3164130	1	1
THEM4	966708	212	36	95526	24840	0	0	0	0	50	2	2771010	1	1
THEM5	966708	212	36	97146	26622	0	0	0	0	50	2	2771010	1	1
THEMIS	191535	553	-9	262926	71928	0	0	0	0	50	4	3500280	1	1
THG1L	243382	987	31	118800	29754	0	0	0	0	50	2	2851632	1	1
THNSL1	157790	417	-10	284148	78084	0	0	0	0	50	0	3470958	1	1
THNSL2	180956	612	6	186948	53946	0	0	0	0	50	0	2692872	1	1
THOC1	402181	689	-26	269244	63828	0	0	0	0	50	0	2965572	1	1
THOC2	333292	NaN	4	644760	154872	0	0	0	0	50	1	2813400	1	1
THOC3	537044	631	37	137700	36612	0	0	0	0	50	0	3418686	1	1
THOC4	3798594	211	19	99846	32508	0	0	0	0	50	2	2802762	1	1
THOC5	713942	190	39	274914	69822	0	0	0	0	50	1	2773818	1	1
THOC6	1443513	234	49	135540	39096	0	0	0	0	50	0	2874960	1	1
THOC7	153669	826	-6	84888	19278	0	0	0	0	50	0	2933604	1	1
THOP1	1320743	291	26	268650	74466	0	0	0	0	50	4	3442770	1	1
THPO	1447013	268	44	152820	21816	0	0	0	0	50	1	4258278	1	1
THRA	1573630	202	28	212922	50490	0	0	0	0	50	0	3245616	1	1
THRAP3	742773	170	31	367686	103410	0	0	0	0	50	1	2948184	1	1
THRB	370625	518	-12	183006	46710	0	0	0	0	50	1	3501090	1	1
THRSP	556958	209	38	56700	15714	0	0	0	0	50	1	2969892	1	1
THSD1	384523	370	28	322002	95148	0	0	0	0	50	2	3071898	1	1
THSD4	312827	505	3	396576	109350	0	0	0	0	50	0	2959092	1	1
THSD7B	11902	824	-16	621054	162540	0	0	0	0	50	3	3448926	1	1
THTPA	1250373	553	35	86184	27378	0	0	0	0	50	3	3857814	1	1
THUMPD1	179233	641	14	137808	36180	0	0	0	0	50	3	3906036	1	1
THUMPD2	117341	739	-8	199800	51300	0	0	0	0	50	2	3534570	1	1
THUMPD3	703818	404	32	199908	52812	0	0	0	0	50	3	3614328	1	1
THY1	1054477	263	40	61722	18954	0	0	0	0	50	1	3560598	1	1
THYN1	270350	623	21	92124	22248	0	0	0	0	50	2	2714904	1	1
TIA1	667934	164	33	157356	38502	0	0	0	0	50	1	3231144	1	1
TIAF1	1586181	236	33	42552	13824	0	0	0	0	50	1	3177846	1	1
TIAL1	823029	217	22	159030	39096	0	0	0	0	50	1	2468934	1	1
TIAM2	120675	362	27	658584	184140	0	0	0	0	50	2	3043386	1	1
TICAM1	765978	187	52	259848	86670	0	0	0	0	50	1	2759238	1	1
TIE1	1091212	264	30	435240	132894	0	0	0	0	50	1	3239730	1	1
TIFA	182788	351	37	72576	17982	0	0	0	0	50	1	3029832	1	1
TIFAB	625030	509	47	58860	20520	0	0	0	0	50	1	3661470	1	1
TIGD1	NaN	NaN	NaN	226908	61128	0	0	0	0	50	6	6074784	1	1
TIGD2	147602	529	24	202500	53136	0	0	0	0	50	1	3057480	1	1
TIGD3	4112809	242	50	173394	56646	0	0	0	0	46	0	3057642	1	1
TIGD4	209186	413	41	195102	54216	0	0	0	0	50	0	3416580	1	1
TIGD5	2183482	235	37	230796	81702	0	0	0	0	50	2	2978640	1	1
TIGD6	1070181	149	44	200178	54162	0	0	0	0	50	4	3349836	1	1
TIGD7	1397628	303	32	212652	54648	0	0	0	0	50	3	3535974	1	1
TIGIT	369332	614	19	93528	27810	0	0	0	0	50	1	3083076	1	1
TIMD4	135146	1235	16	146880	42822	0	0	0	0	50	1	2753352	1	1
TIMELESS	2793663	184	61	475794	129924	0	0	0	0	50	2	4036662	1	1
TIMM10	923775	197	9	36504	9018	0	0	0	0	50	1	2800440	1	1
TIMM13	1604277	267	35	37854	10098	0	0	0	0	34	1	1854900	1	1
TIMM16	849632	161	37	50544	13932	0	0	0	0	50	1	2866482	1	1
TIMM17A	751933	168	31	67878	19278	0	0	0	0	50	1	3060882	1	1
TIMM17B	834040	NaN	38	87048	25866	0	0	0	0	50	1	2274426	1	1
TIMM22	1306390	270	27	74844	22194	0	0	0	0	50	4	2965788	1	1
TIMM23	404636	579	39	82188	23760	0	0	0	0	50	2	3171798	1	1
TIMM44	960059	320	23	179712	48222	0	0	0	0	50	0	2945808	1	1
TIMM50	1410725	230	39	174474	54108	0	0	0	0	50	0	4202496	1	1
TIMM8A	374364	NaN	37	40770	10584	0	0	0	0	50	1	3271050	1	1
TIMM8B	389805	179	31	38988	10422	0	0	0	0	50	4	3424788	1	1
TIMM9	290701	552	46	37044	8640	0	0	0	0	50	3	2820744	1	1
TIMP1	775214	NaN	38	82296	22356	0	0	0	0	50	1	3573882	1	1
TIMP3	259538	398	-69	83916	21708	0	0	0	0	50	5	4246290	1	1
TIMP4	348401	238	23	88398	23544	0	0	0	0	50	1	3083724	1	1
TINAG	58216	617	4	192132	46170	0	0	0	0	50	1	4200768	1	1
TINAGL1	1061386	197	37	183276	51300	0	0	0	0	50	2	2678292	1	1
TINF2	915114	220	38	172476	52704	0	0	1	0	50	1	3197178	1	1
TIPARP	407941	502	22	257580	65448	0	0	0	0	50	1	3747114	1	1
TIPIN	505508	307	46	121122	30186	0	0	0	0	50	2	3317922	1	1
TIPRL	475438	391	16	112644	27648	0	0	0	0	50	4	3114882	1	1
TIRAP	385871	426	29	91530	28350	0	0	0	0	50	1	3464910	1	1
TJAP1	1278255	230	56	212112	65394	0	0	0	0	50	2	3027024	1	1
TJP1	194015	515	-46	676566	190944	0	0	0	0	50	1	3150144	1	1
TJP2	224404	525	24	495126	139266	0	0	0	0	50	1	3052836	1	1
TJP3	2144458	206	34	364068	111564	0	0	0	0	50	2	2916000	1	1
TK1	527017	217	27	91746	26352	0	0	0	0	50	0	3251232	1	1
TK2	600023	214	-11	111996	28782	0	0	0	0	50	2	3505626	1	1
TKT	782559	192	54	243810	68526	0	0	0	0	50	1	2912166	1	1
TKTL1	2436137	NaN	14	232308	65610	0	0	0	0	50	1	4345596	1	1
TKTL2	74744	1164	-26	233712	71010	0	0	1	0	50	6	3269322	1	1
TLCD1	1695792	208	40	100386	30996	0	0	0	0	50	2	3870774	1	1
TLCD2	NaN	NaN	NaN	96930	33804	0	0	0	0	50	6	6047460	1	1
TLE1	36728	629	-33	302238	84780	0	0	0	0	50	0	3408750	1	1
TLE2	1106128	195	32	298620	86940	0	0	0	0	50	2	2831436	1	1
TLE3	300053	417	28	303318	84672	0	0	0	0	50	2	3692682	1	1
TLE6	1119793	197	35	227664	61182	0	0	0	0	34	1	2251962	1	1
TLK1	439214	379	38	314064	79110	0	0	0	0	50	2	3400758	1	1
TLK2	316879	370	-2	302616	75978	0	0	0	0	41	1	2904660	1	1
TLL1	81353	538	-19	405486	100278	0	0	0	0	50	3	3220182	1	1
TLN1	1062287	163	43	975024	296676	0	0	0	0	8	0	767178	1	1
TLN2	315754	568	15	984474	287064	0	0	0	0	1	0	416772	1	1
TLR1	310020	437	58	303966	79164	0	0	0	0	50	1	3321864	1	1
TLR10	304012	437	42	312552	82728	0	0	0	0	50	2	3516642	1	1
TLR2	143076	685	18	300024	82134	0	0	0	0	50	2	2856762	1	1
TLR4	58763	944	-8	321192	88344	0	0	0	0	50	1	3512268	1	1
TLR5	361954	297	-8	326700	91422	0	0	0	0	30	1	2093094	1	1
TLR7	208310	NaN	55	402084	109512	0	0	0	0	50	0	3339738	1	1
TLR8	208025	NaN	64	398412	108972	0	0	0	0	50	1	4409910	1	1
TLR9	1114737	181	52	379080	123606	0	0	0	0	50	2	3438504	1	1
TLX1	469702	221	52	122094	40068	0	0	0	0	50	0	2986956	1	1
TLX1NB	469702	221	52	44874	14904	0	0	0	0	50	0	2986956	1	1
TLX2	1019591	315	50	102654	37152	0	0	0	0	50	1	3312198	1	1
TLX3	269453	434	25	108432	35100	0	0	0	0	50	0	2601234	1	1
TM2D1	174892	296	-9	81972	23004	0	0	0	0	50	0	3561948	1	1
TM2D2	421614	428	42	94932	27378	0	0	0	0	50	2	3401838	1	1
TM2D3	322884	469	-9	96498	27594	0	0	0	0	50	2	3406104	1	1
TM4SF1	529009	254	8	78570	22680	0	0	0	0	50	3	4140288	1	1
TM4SF18	529009	254	8	79758	21978	0	0	0	0	50	3	4140288	1	1
TM4SF19	1164213	231	36	78786	25704	0	0	0	0	50	4	2497446	1	1
TM4SF20	248187	164	18	89262	24786	0	0	0	0	50	1	2936628	1	1
TM4SF4	558016	159	6	79056	22194	0	0	0	0	50	1	3109320	1	1
TM4SF5	1272092	222	28	75546	23922	0	0	0	0	50	2	3624156	1	1
TM6SF1	308479	635	29	144504	41634	0	0	0	0	50	2	2892510	1	1
TM6SF2	940952	232	17	146610	43254	0	0	0	0	50	0	3131568	1	1
TM7SF2	3267059	207	46	158328	51138	0	0	0	0	50	2	3106944	1	1
TM7SF3	408250	320	26	221832	62802	0	0	0	0	50	1	3187566	1	1
TM7SF4	40736	1032	14	178200	52650	0	0	0	0	50	1	3683988	1	1
TM9SF1	974559	220	41	233712	71172	0	0	0	0	50	3	3726270	1	1
TM9SF2	310978	472	69	263898	69174	0	0	0	0	50	1	2754756	1	1
TM9SF3	790373	642	24	235440	60372	0	0	0	0	50	0	3719790	1	1
TM9SF4	1055549	262	36	256284	67230	0	0	0	0	50	1	2558034	1	1
TMBIM1	730654	197	33	122850	35910	0	0	0	0	50	0	2807568	1	1
TMBIM4	243040	696	5	93312	27054	0	0	0	0	50	3	3216564	1	1
TMBIM6	1828526	265	67	117666	32022	0	0	0	0	50	3	3452166	1	1
TMC1	395593	486	10	308124	74682	0	0	0	0	50	0	3021300	1	1
TMC2	778654	450	41	355752	97686	0	0	0	0	50	0	3086694	1	1
TMC3	245396	787	28	431406	117288	0	0	1	0	50	3	3075786	1	1
TMC4	735613	439	-53	267246	88344	0	0	0	0	50	5	4458888	1	1
TMC5	522510	369	13	435942	116964	0	0	0	0	50	3	3392982	1	1
TMC6	527017	217	27	308286	95742	0	0	0	0	50	0	3251232	1	1
TMC7	850990	171	18	284850	76734	0	0	1	0	50	2	3039984	1	1
TMC8	527017	217	27	272970	90072	0	0	0	0	50	0	3251232	1	1
TMCC1	614377	357	40	248886	70902	0	0	0	0	50	0	3732048	1	1
TMCC2	690215	169	34	264492	83160	0	0	0	0	50	2	3254364	1	1
TMCC3	242132	576	26	183060	51192	0	0	0	0	50	3	3797226	1	1
TMCO1	321853	406	-2	75384	20358	0	0	0	0	50	1	3090150	1	1
TMCO2	627703	373	18	70578	19656	0	0	0	0	50	4	3260736	1	1
TMCO3	768219	318	50	260334	76950	0	0	0	0	50	2	2701998	1	1
TMCO4	668417	220	29	241920	75114	0	0	0	0	50	2	2704212	1	1
TMCO5A	92801	921	-59	119556	27378	0	0	0	0	50	0	2710908	1	1
TMCO6	774470	356	31	187704	59832	0	0	0	0	50	0	3152952	1	1
TMCO7	925521	253	30	420228	123282	0	0	0	0	50	2	2734830	1	1
TMED1	2054203	208	30	86562	26190	0	0	0	0	50	2	2946618	1	1
TMED10	884650	154	47	85590	24246	0	0	0	0	50	3	3432024	1	1
TMED2	987941	424	47	79002	21114	0	0	0	0	50	3	3969432	1	1
TMED3	259115	736	19	83214	24354	0	0	0	0	50	0	3662388	1	1
TMED4	1462615	191	56	88722	25002	0	0	0	0	50	1	2921940	1	1
TMED5	608924	412	10	99090	23220	0	0	0	0	50	4	3299292	1	1
TMED6	1202748	125	20	94176	25218	0	0	0	0	50	2	2732076	1	1
TMED7	NaN	NaN	NaN	85590	25056	0	0	0	0	50	6	6038712	1	1
TMED7-TICAM2	359255	611	45	91098	26190	0	0	0	0	50	4	2865402	1	1
TMED8	551151	418	50	125928	35586	0	0	0	0	50	1	3705156	1	1
TMED9	1316033	475	42	91530	26082	0	0	0	0	50	4	3553902	1	1
TMEFF1	238688	591	-11	152010	38988	0	0	0	0	50	2	2929068	1	1
TMEFF2	69320	677	0	151092	36990	0	0	0	0	50	0	2962926	1	1
TMEM100	59099	585	-58	50652	15606	0	0	0	0	50	0	3203442	1	1
TMEM101	920082	241	29	96930	30726	0	0	0	0	50	2	2648970	1	1
TMEM102	1906324	206	33	182898	65772	0	0	0	0	50	1	3571128	1	1
TMEM105	2765068	191	24	48114	16362	0	0	0	0	50	1	3555792	1	1
TMEM106A	1341175	172	25	102816	29538	0	0	0	0	50	2	3241782	1	1
TMEM106B	114769	532	-9	109728	28458	0	0	0	0	50	1	3405564	1	1
TMEM106C	374433	246	47	98766	27756	0	0	0	0	50	0	2702214	1	1
TMEM107	1381225	202	37	57132	16902	0	0	0	0	50	1	4275072	1	1
TMEM108	418705	773	10	209682	73494	0	0	0	0	50	2	3551742	1	1
TMEM109	794900	522	47	88182	32346	0	0	0	0	50	1	3323970	1	1
TMEM11	416965	517	-27	71928	22518	0	0	0	0	50	2	2993922	1	1
TMEM110	1107657	264	52	115830	32400	0	0	0	0	50	1	3302694	1	1
TMEM111	944872	170	42	105030	26838	0	0	0	0	50	2	3511242	1	1
TMEM114	NaN	NaN	NaN	46170	14580	0	0	0	0	50	6	6028236	1	1
TMEM115	843769	206	51	126954	44766	0	0	0	0	50	5	3105432	1	1
TMEM116	816439	317	43	97416	26676	0	0	0	0	50	2	3189186	1	1
TMEM117	140202	874	-1	204066	50760	0	0	0	0	50	1	3155922	1	1
TMEM119	437636	399	40	103302	35370	0	0	0	0	50	4	3704670	1	1
TMEM120A	1072825	218	49	138618	35694	0	0	0	0	50	1	3260736	1	1
TMEM120B	796879	190	43	137376	34992	0	0	0	0	50	0	2632392	1	1
TMEM121	689089	298	41	114588	40932	0	0	0	0	50	6	3201444	1	1
TMEM123	491236	312	16	78948	25218	0	0	0	0	50	2	2702754	1	1
TMEM125	1091212	264	30	76896	30024	0	0	0	0	50	1	3239730	1	1
TMEM126A	325720	554	-19	76518	21654	0	0	0	0	50	1	3750570	1	1
TMEM126B	325720	554	-19	79326	20952	0	0	0	0	50	1	3750570	1	1
TMEM127	904852	213	43	88182	29268	0	0	0	0	50	3	3657312	1	1
TMEM128	146135	584	35	57078	14526	0	0	0	0	50	1	2685636	1	1
TMEM129	867402	350	39	135648	42714	0	0	0	0	50	2	3211326	1	1
TMEM130	1040178	526	34	167292	49140	0	0	0	0	50	0	3070332	1	1
TMEM132A	798818	512	52	372708	131922	0	0	0	0	50	1	3723948	1	1
TMEM132B	492460	860	-17	412776	117126	0	0	0	0	50	2	2586330	1	1
TMEM132D	32086	969	-33	419256	120528	0	0	0	0	50	2	3554658	1	1
TMEM132E	222789	740	-3	362286	122256	0	0	0	0	50	0	3369438	1	1
TMEM133	23524	920	-24	48600	14580	0	0	0	0	50	1	3152682	1	1
TMEM134	1392213	215	53	77166	22302	0	0	0	0	50	1	2344356	1	1
TMEM135	159214	587	-7	183978	48168	0	0	0	0	50	4	3209382	1	1
TMEM136	290558	173	28	58698	15012	0	0	0	0	50	5	3730320	1	1
TMEM138	1394229	286	57	63936	17226	0	0	0	0	50	3	2718360	1	1
TMEM139	379894	399	14	80676	26082	0	0	0	0	50	3	3472092	1	1
TMEM140	464513	594	20	67662	23382	0	0	0	0	50	2	2282310	1	1
TMEM141	1898901	190	39	44874	11016	0	0	0	0	50	1	3775248	1	1
TMEM143	1478750	217	36	171288	57132	0	0	0	0	50	0	4744494	1	1
TMEM144	135911	684	-9	138942	36342	0	0	0	0	50	1	4592754	1	1
TMEM145	792230	218	42	192186	57294	0	0	0	0	50	0	3717900	1	1
TMEM146	990266	225	26	317898	84672	0	0	0	0	50	3	3240810	1	1
TMEM147	1081638	390	41	89316	24570	0	0	0	0	50	2	2758428	1	1
TMEM149	1151198	321	30	130464	45468	0	0	0	0	50	0	2897262	1	1
TMEM14A	531039	498	18	39582	11610	0	0	0	0	50	5	2810322	1	1
TMEM14B	263716	468	14	46008	13122	0	0	0	0	50	2	2639520	1	1
TMEM14C	263716	468	14	46008	12798	0	0	0	0	50	2	2639520	1	1
TMEM14E	194580	402	35	47412	14148	0	0	0	0	50	0	3105270	1	1
TMEM150A	1158965	170	43	104166	31914	0	0	0	0	50	0	2982582	1	1
TMEM150B	1028808	209	19	90234	27378	0	0	0	0	50	0	2760048	1	1
TMEM151A	2133752	236	53	169722	58860	0	0	0	0	50	2	3713526	1	1
TMEM151B	NaN	NaN	NaN	208980	67878	0	0	0	0	50	6	6081534	1	1
TMEM154	165925	507	44	75168	18144	0	0	0	0	50	3	3198960	1	1
TMEM156	435367	152	49	118314	29916	0	0	0	0	50	1	2757132	1	1
TMEM158	NaN	NaN	NaN	104598	41688	0	0	0	0	50	6	6055344	1	1
TMEM159	338008	549	39	62208	18468	0	0	0	0	50	3	3150468	1	1
TMEM160	1175364	207	35	68904	24894	0	0	0	0	50	2	2952288	1	1
TMEM161A	1260413	215	35	180954	59778	0	0	0	0	50	1	2496042	1	1
TMEM163	261980	649	5	112104	33696	0	0	0	0	50	5	3043170	1	1
TMEM164	216187	NaN	42	114102	33966	0	0	0	0	50	2	3192750	1	1
TMEM165	235221	348	8	122634	38556	0	0	0	0	50	0	2786346	1	1
TMEM167A	230539	717	8	29970	7452	0	0	0	0	44	1	2547558	1	1
TMEM167B	989913	215	18	29808	8262	0	0	0	0	50	0	2614248	1	1
TMEM168	160383	814	-16	266328	74844	0	0	0	0	50	3	3596616	1	1
TMEM169	603452	419	35	113238	32238	0	0	0	0	50	1	3368250	1	1
TMEM17	303217	553	14	77544	21114	0	0	0	0	50	3	3509082	1	1
TMEM170A	490399	133	16	54324	17766	0	0	0	0	50	4	3092526	1	1
TMEM170B	126262	429	32	50598	15336	0	0	0	0	50	2	3741498	1	1
TMEM171	447937	584	21	122688	37530	0	0	0	0	50	1	3062448	1	1
TMEM173	781521	204	35	142668	45576	0	0	0	0	50	1	2420496	1	1
TMEM174	447937	584	21	91746	27810	0	0	0	0	50	1	3062448	1	1
TMEM175	675007	256	45	189864	62046	0	0	0	0	50	2	3225582	1	1
TMEM176A	749051	604	16	90720	27864	0	0	0	0	50	0	3398166	1	1
TMEM176B	734961	689	14	104112	31968	0	0	0	0	50	1	2959362	1	1
TMEM178	155474	624	-7	112050	35046	0	0	0	0	50	5	4039200	1	1
TMEM179	625253	450	20	75384	22464	0	0	0	0	50	3	3208572	1	1
TMEM179B	2405109	248	44	82728	27432	0	0	0	0	50	2	2997756	1	1
TMEM18	144358	557	-14	57294	14148	0	0	0	0	50	0	3611790	1	1
TMEM180	871726	178	41	193428	63504	0	0	0	0	50	0	3274344	1	1
TMEM181	646528	306	46	240138	68472	0	0	0	0	50	3	3213972	1	1
TMEM182	63440	913	-3	90180	24192	0	0	0	0	50	1	2946996	1	1
TMEM183B	421206	389	30	147366	41040	0	0	0	0	50	2	3126924	1	1
TMEM184B	1631137	184	67	158868	44604	0	0	1	0	9	1	512136	1	1
TMEM184C	71637	343	9	173124	46062	0	0	0	0	50	0	3465990	1	1
TMEM185A	206117	NaN	9	136350	38124	0	0	0	0	50	1	3568212	1	1
TMEM186	401809	358	-9	80676	24300	0	0	0	0	50	3	3158190	1	1
TMEM187	2355024	NaN	25	95418	31914	0	0	0	0	50	0	4639356	1	1
TMEM188	270030	594	-12	58050	15660	0	0	0	0	50	0	2786346	1	1
TMEM189	NaN	NaN	NaN	105300	29646	0	0	0	0	50	6	6043302	1	1
TMEM189-UBE2V1	571130	136	58	144612	40230	0	0	0	0	50	0	2706534	1	1
TMEM190	1028808	209	19	70038	19710	0	0	0	0	50	0	2760048	1	1
TMEM192	170385	595	0	106110	29646	0	0	0	0	50	1	3037284	1	1
TMEM194A	2026922	199	41	174312	47466	0	0	0	0	50	1	3226500	1	1
TMEM194B	NaN	NaN	NaN	164808	43848	0	0	0	0	50	6	6057504	1	1
TMEM196	187539	874	-4	66528	19818	0	0	0	0	50	1	2799954	1	1
TMEM198	548994	487	35	129924	48114	0	0	0	0	50	2	3778650	1	1
TMEM199	1405196	214	10	80082	25380	0	0	0	0	50	3	3412908	1	1
TMEM2	235852	312	-7	540216	147312	0	0	0	0	45	1	3131730	1	1
TMEM20	497832	589	1	137970	41526	0	0	0	0	50	3	3650616	1	1
